filename,number,day,height_px,length_px,area_px,green_area_px,black_area_px,white_area_px,brown_area_px,green_intensity,grade
goak01_D1_A0.png,1,1,532,762,297412,221512,36150,39438,312,45.47,B
goak01_D1_A180.png,1,1,624,726,313801,245545,55599,12017,640,47.28,A
goak01_D1_A270.png,1,1,582,678,265205,210441,30181,24583,0,49.64,C
goak01_D1_A90.png,1,1,621,716,283742,210339,46892,26376,135,46.58,B
goak01_D1_B0.png,1,1,781,751,287483,225725,33414,27933,411,46.06,A
goak01_D1_B180.png,1,1,649,813,354649,280251,65139,9255,4,48.99,A
goak01_D1_B270.png,1,1,555,782,282507,216770,41869,23757,111,45.89,B
goak01_D1_B90.png,1,1,502,690,261087,218570,30840,11676,1,52.47,C
goak01_D2_A0.png,1,2,645,917,394293,244592,16905,132054,742,42.84,A
goak01_D2_A180.png,1,2,693,846,406598,272168,60493,73313,624,44.33,A
goak01_D2_A270.png,1,2,737,791,413099,282448,39761,90204,686,44.34,A
goak01_D2_A90.png,1,2,702,819,419168,258692,30006,129568,902,44.22,A
goak01_D2_B0.png,1,2,656,770,381177,281042,49897,49657,581,43.19,A
goak01_D2_B180.png,1,2,689,805,405597,324150,65756,15554,137,48.94,A
goak01_D2_B270.png,1,2,581,842,386357,290405,45433,50445,74,47.45,A
goak01_D2_B90.png,1,2,611,815,358271,280118,50763,26843,547,47.09,A
goak01_D3_A0.png,1,3,542,872,339658,144946,17850,176061,801,40.03,B
goak01_D3_A180.png,1,3,577,824,364557,232396,44227,87841,93,45.52,A
goak01_D3_A270.png,1,3,610,807,371567,234929,29155,106951,532,42.66,A
goak01_D3_A90.png,1,3,746,746,362252,191568,28746,140766,1172,43.15,A
goak01_D3_B0.png,1,3,613,848,337316,252069,33050,51543,654,42.45,A
goak01_D3_B180.png,1,3,662,880,405126,325843,62366,16723,194,48.64,A
goak01_D3_B270.png,1,3,567,827,357564,282564,32567,41390,1043,46.96,A
goak01_D3_B90.png,1,3,622,784,346465,290421,31409,23691,944,49.26,A
goak02_D1_A0.png,2,1,521,723,259016,211611,27972,19264,169,49.9,C
goak02_D1_A180.png,2,1,665,742,339574,285499,45578,8497,0,54.02,B
goak02_D1_A270.png,2,1,564,683,263646,212237,39425,11984,0,53.12,C
goak02_D1_A90.png,2,1,571,777,271621,215330,37534,18733,24,50.34,B
goak02_D1_B0.png,2,1,531,734,253049,182061,60016,10970,2,44.71,C
goak02_D1_B180.png,2,1,664,702,321716,265558,49036,7122,0,52.33,B
goak02_D1_B270.png,2,1,551,727,238244,197847,31201,9196,0,53.12,C
goak02_D1_B90.png,2,1,527,833,280625,225604,40048,14946,27,47.86,B
goak02_D2_A0.png,2,2,647,774,349321,282020,39342,27838,121,50.77,A
goak02_D2_A180.png,2,2,815,838,401916,325236,59591,17035,54,51.17,A
goak02_D2_A270.png,2,2,686,801,355650,267337,40491,47754,68,49.38,A
goak02_D2_A90.png,2,2,780,852,398943,311112,49413,36624,1794,47.53,A
goak02_D2_B0.png,2,2,701,842,358913,249123,27137,82083,570,43.5,A
goak02_D2_B180.png,2,2,670,911,369308,262784,76985,29405,134,41.13,A
goak02_D2_B270.png,2,2,768,737,326057,224695,27963,73003,396,45.25,A
goak02_D2_B90.png,2,2,600,943,398380,279519,38454,80378,29,44.01,A
goak02_D3_A0.png,2,3,581,807,307175,235808,32833,38344,190,46.14,A
goak02_D3_A180.png,2,3,644,853,385419,312617,48190,24442,170,47.75,A
goak02_D3_A270.png,2,3,639,787,363507,288041,36305,39100,61,47.52,A
goak02_D3_A90.png,2,3,641,764,336688,253777,57268,25463,180,44.68,A
goak02_D3_B0.png,2,3,626,789,336266,241313,26993,67227,733,43.48,A
goak02_D3_B180.png,2,3,584,922,364025,278187,61789,23842,207,45.62,A
goak02_D3_B270.png,2,3,578,720,295139,214245,35262,45250,382,45.03,B
goak02_D3_B90.png,2,3,595,812,314826,244955,30325,39169,377,46.91,A
goak03_D1_A0.png,3,1,641,758,333420,248974,26406,58038,2,51.78,B
goak03_D1_A180.png,3,1,672,769,354102,280243,38131,35728,0,50.87,A
goak03_D1_A270.png,3,1,637,750,331498,257216,28983,45255,44,50.5,B
goak03_D1_A90.png,3,1,772,758,383264,277186,50532,55542,4,49.45,A
goak03_D1_B0.png,3,1,525,736,274016,191682,49258,32344,732,44.8,B
goak03_D1_B180.png,3,1,625,745,341636,270624,57442,13441,129,51.34,A
goak03_D1_B270.png,3,1,498,717,283784,228160,33694,21920,10,51.06,C
goak03_D1_B90.png,3,1,586,835,316369,234264,56081,26019,5,48.16,B
goak03_D2_A0.png,3,2,593,896,343909,253343,37915,52613,38,44.13,A
goak03_D2_A180.png,3,2,787,919,456495,372179,49050,34865,401,50.66,A
goak03_D2_A270.png,3,2,616,926,365126,287571,45630,31848,77,47.87,A
goak03_D2_A90.png,3,2,768,921,450075,346302,50771,52841,161,47.63,A
goak03_D2_B0.png,3,2,666,916,407092,283467,44131,78488,1006,41.25,A
goak03_D2_B180.png,3,2,618,881,414778,321710,51224,41721,123,46.73,A
goak03_D2_B270.png,3,2,675,880,406213,287144,30892,87233,944,43.76,A
goak03_D2_B90.png,3,2,668,935,406346,280103,49559,76309,375,43.43,A
goak03_D3_A0.png,3,3,736,891,354552,250252,25396,78270,634,46.04,A
goak03_D3_A180.png,3,3,731,910,428289,336205,54912,34940,2232,47.73,A
goak03_D3_A270.png,3,3,677,856,364482,291077,32471,40334,600,45.37,A
goak03_D3_A90.png,3,3,773,866,427874,347678,37328,42685,183,50.94,A
goak03_D3_B0.png,3,3,601,935,353602,236413,29481,86531,1177,40.06,A
goak03_D3_B180.png,3,3,654,905,381197,288823,51651,40013,710,47.23,A
goak03_D3_B270.png,3,3,551,822,356424,248773,29989,76675,987,41.32,A
goak03_D3_B90.png,3,3,656,884,365788,249451,41820,73871,646,41.3,A
goak04_D1_A0.png,4,1,706,764,291950,240169,30058,21599,124,53.95,B
goak04_D1_A180.png,4,1,663,750,354482,296960,43269,14173,80,57.01,A
goak04_D1_A270.png,4,1,614,710,319440,252205,41672,25553,10,51.5,B
goak04_D1_A90.png,4,1,671,766,322077,260619,38718,22721,19,55.31,A
goak04_D1_B0.png,4,1,675,701,270834,207122,34908,28667,137,48.81,B
goak04_D1_B180.png,4,1,659,755,339885,284243,35281,20359,2,53.54,B
goak04_D1_B270.png,4,1,557,791,286477,232795,23745,29937,0,53.91,B
goak04_D1_B90.png,4,1,654,636,294308,229026,48493,16712,77,48.68,B
goak04_D2_A0.png,4,2,790,853,400284,292447,47874,59092,871,42.35,A
goak04_D2_A180.png,4,2,675,946,444671,371593,48573,24338,167,50.02,A
goak04_D2_A270.png,4,2,878,784,404333,325596,51166,27368,203,46.13,A
goak04_D2_A90.png,4,2,850,867,445449,343688,50114,51187,460,46.56,A
goak04_D2_B0.png,4,2,857,859,431738,322628,34542,73581,987,46.4,A
goak04_D2_B180.png,4,2,660,858,365018,299095,31066,34756,101,50.78,A
goak04_D2_B270.png,4,2,759,828,395923,306175,23794,65422,532,46.97,A
goak04_D2_B90.png,4,2,811,762,382017,286651,40091,54183,1092,47.96,A
goak04_D3_A0.png,4,3,665,836,352592,280394,35159,36214,825,47.33,A
goak04_D3_A180.png,4,3,738,805,398857,333235,42476,23047,99,51.66,A
goak04_D3_A270.png,4,3,612,766,370427,307422,34487,28193,325,50.45,A
goak04_D3_A90.png,4,3,805,828,381563,293692,53478,34230,163,47.44,A
goak04_D3_B0.png,4,3,811,770,375881,263090,29100,82916,775,44.56,A
goak04_D3_B180.png,4,3,697,851,328390,263730,38763,25591,306,50.16,A
goak04_D3_B270.png,4,3,800,734,355819,271225,27449,56809,336,46.23,A
goak04_D3_B90.png,4,3,794,699,366083,261305,48818,55292,668,46.41,A
goak05_D1_A0.png,5,1,471,682,223114,170522,30122,22468,2,47.94,C
goak05_D1_A180.png,5,1,624,724,287328,247059,30261,9895,113,56.96,B
goak05_D1_A270.png,5,1,464,756,237405,186273,31150,19916,66,52.86,C
goak05_D1_A90.png,5,1,530,601,222330,182388,25810,14130,2,54.16,C
goak05_D1_B0.png,5,1,451,655,226164,157487,18352,50325,0,43.81,C
goak05_D1_B180.png,5,1,550,728,269404,210227,39656,19484,37,48.62,B
goak05_D1_B270.png,5,1,479,537,182554,123805,20057,38686,6,44.06,C
goak05_D1_B90.png,5,1,509,784,271772,190318,28113,53341,0,46.87,C
goak05_D2_A0.png,5,2,552,711,273356,198485,33361,40978,532,40.62,B
goak05_D2_A180.png,5,2,590,826,356505,277168,62900,16250,187,47.32,A
goak05_D2_A270.png,5,2,599,835,314636,237125,37631,39336,544,42.63,A
goak05_D2_A90.png,5,2,566,686,266643,218007,31488,16810,338,46.17,B
goak05_D2_B0.png,5,2,678,906,305379,179302,22605,103375,97,45.51,B
goak05_D2_B180.png,5,2,597,908,385840,273050,33732,78920,138,49.33,A
goak05_D2_B270.png,5,2,610,844,326385,207792,21043,97277,273,47.42,A
